date,symbol,beta_ewma,MES_expanding,LRMES_proxy,market_tail_q
2012-05-22,EEM,1.3776986498698556,,,-0.01963539688790572
2012-05-22,EFA,1.2965245495438364,,,-0.01963539688790572
2012-05-22,GLD,0.19420809170326414,,,-0.01963539688790572
2012-05-22,IWM,1.3089726750682635,,,-0.01963539688790572
2012-05-22,LQD,0.035493331655529745,,,-0.01963539688790572
2012-05-22,QQQ,1.1694820926035894,,,-0.01963539688790572
2012-05-22,TLT,-0.6487716658137123,,,-0.01963539688790572
2012-05-23,EEM,1.3760433282555526,,,-0.01963539688790572
2012-05-23,EFA,1.2945983207080778,,,-0.01963539688790572
2012-05-23,GLD,0.19352904566103563,,,-0.01963539688790572
2012-05-23,IWM,1.310215925910421,,,-0.01963539688790572
2012-05-23,LQD,0.03601527405033608,,,-0.01963539688790572
2012-05-23,QQQ,1.1697641744137544,,,-0.01963539688790572
2012-05-23,TLT,-0.6471988999267672,,,-0.01963539688790572
2012-05-24,EEM,1.3696069821584211,,,-0.01963539688790572
2012-05-24,EFA,1.2870280863796606,,,-0.01963539688790572
2012-05-24,GLD,0.1920679044654641,,,-0.01963539688790572
2012-05-24,IWM,1.3098162862021803,,,-0.01963539688790572
2012-05-24,LQD,0.036099626880328105,,,-0.01963539688790572
2012-05-24,QQQ,1.1624231586099487,,,-0.01963539688790572
2012-05-24,TLT,-0.6493043184979733,,,-0.01963539688790572
2012-05-25,EEM,1.3701441282104072,,,-0.01963539688790572
2012-05-25,EFA,1.286108932816452,,,-0.01963539688790572
2012-05-25,GLD,0.17945231654384042,,,-0.01963539688790572
2012-05-25,IWM,1.3047517034980851,,,-0.01963539688790572
2012-05-25,LQD,0.032413383828731726,,,-0.01963539688790572
2012-05-25,QQQ,1.1589243864356218,,,-0.01963539688790572
2012-05-25,TLT,-0.6515872850553621,,,-0.01963539688790572
2012-05-29,EEM,1.4274959299234358,,,-0.01963539688790572
2012-05-29,EFA,1.2715792131805377,,,-0.01963539688790572
2012-05-29,GLD,0.11344778535689966,,,-0.01963539688790572
2012-05-29,IWM,1.2980984719964208,,,-0.01963539688790572
2012-05-29,LQD,0.03783395876697595,,,-0.01963539688790572
2012-05-29,QQQ,1.1523436032163017,,,-0.01963539688790572
2012-05-29,TLT,-0.6275859404781877,,,-0.01963539688790572
2012-05-30,EEM,1.407643457706677,,,-0.01963539688790572
2012-05-30,EFA,1.3022320096254403,,,-0.01963539688790572
2012-05-30,GLD,0.0699223530422885,,,-0.01963539688790572
2012-05-30,IWM,1.30034589492286,,,-0.01963539688790572
2012-05-30,LQD,0.0296618080012283,,,-0.01963539688790572
2012-05-30,QQQ,1.103956077120118,,,-0.01963539688790572
2012-05-30,TLT,-0.7192797293690703,,,-0.01963539688790572
2012-05-31,EEM,1.4010526811060742,,,-0.01963539688790572
2012-05-31,EFA,1.2959004465445838,,,-0.01963539688790572
2012-05-31,GLD,0.0714966193364435,,,-0.01963539688790572
2012-05-31,IWM,1.2989547356182611,,,-0.01963539688790572
2012-05-31,LQD,0.023298999687021132,,,-0.01963539688790572
2012-05-31,QQQ,1.1056660392604218,,,-0.01963539688790572
2012-05-31,TLT,-0.728171447685347,,,-0.01963539688790572
2012-06-01,EEM,1.3290722449277035,,,-0.01963539688790572
2012-06-01,EFA,1.2338868969607477,,,-0.01963539688790572
2012-06-01,GLD,-0.2634320038920449,,,-0.01963539688790572
2012-06-01,IWM,1.27734872975668,,,-0.01963539688790572
2012-06-01,LQD,-0.03312865558662754,,,-0.01963539688790572
2012-06-01,QQQ,1.0952023224021648,,,-0.01963539688790572
2012-06-01,TLT,-0.7692960731115833,,,-0.01963539688790572
2012-06-04,EEM,1.3282808778959114,,,-0.01963539688790572
2012-06-04,EFA,1.2324675370631928,,,-0.01963539688790572
2012-06-04,GLD,-0.263230449121712,,,-0.01963539688790572
2012-06-04,IWM,1.2776203269823037,,,-0.01963539688790572
2012-06-04,LQD,-0.03191434406683645,,,-0.01963539688790572
2012-06-04,QQQ,1.093913762704366,,,-0.01963539688790572
2012-06-04,TLT,-0.767976625384803,,,-0.01963539688790572
2012-06-05,EEM,1.3093510330034073,,,-0.01963539688790572
2012-06-05,EFA,1.2270808227785766,,,-0.01963539688790572
2012-06-05,GLD,-0.26105293756343145,,,-0.01963539688790572
2012-06-05,IWM,1.28585011339453,,,-0.01963539688790572
2012-06-05,LQD,-0.03685852255286567,,,-0.01963539688790572
2012-06-05,QQQ,1.0831573451555139,,,-0.01963539688790572
2012-06-05,TLT,-0.7878458727535186,,,-0.01963539688790572
2012-06-06,EEM,1.3074510771126877,,,-0.01963539688790572
2012-06-06,EFA,1.22889284211852,,,-0.01963539688790572
2012-06-06,GLD,-0.21924514162950728,,,-0.01963539688790572
2012-06-06,IWM,1.2577018624637168,,,-0.01963539688790572
2012-06-06,LQD,-0.05100417440045306,,,-0.01963539688790572
